case_id,patient_tld_gain,component_id,score,added_reference_voxels,airway_core_voxels,core_fraction,length_proxy_mm,elongation,mean_reference_radius_mm,centre_i,centre_j,centre_k
152,0.02541054451166813,31,58.776713073832916,22,0,0.0,7.137814049098514,4.591369261847836,0.66015625,163.13636363636363,340.27272727272725,131.77272727272728
151,0.03314012096774199,12,58.608098788433566,28,0,0.0,4.381261790299475,2.1885838045710226,0.6980754537175684,129.28571428571428,282.82142857142856,249.85714285714286
087,0.04262052959172902,119,58.48785488325113,25,0,0.0,5.473326670150789,2.9833070873434355,0.6183520551991396,158.2,342.68,463.72
151,0.03314012096774199,997,58.08874762336512,23,0,0.0,6.378643857185269,4.025236973644109,0.5896628652766944,372.6521739130435,256.2173913043478,253.2173913043478
126,0.022104466313398907,1041,58.04379798513398,28,0,0.0,4.297299087422249,1.4032988458281797,0.6015443500974266,335.17857142857144,245.28571428571428,363.3928571428571
147,0.030355731225296445,7,57.34842405635042,19,0,0.0,9.110364935587233,3.6602231915022703,0.5,143.0,280.36842105263156,358.2105263157895
147,0.030355731225296445,92,56.75254773157258,20,0,0.0,8.052129185061059,5.454000695421751,0.5,184.35,219.95,352.85
034,0.020825721592985014,808,55.95263841997252,25,0,0.0,5.009116393849897,2.3192953118711293,0.789250339421578,312.72,342.08,500.08
126,0.022104466313398907,1096,55.046918243136695,24,0,0.0,5.260700014004472,3.5127426939494892,0.7135416666666666,340.0,302.29166666666663,307.6666666666667
087,0.04262052959172902,488,54.86309621987703,21,0,0.0,6.825304595989763,3.897840581412549,0.6542881609513567,303.6190476190476,355.1904761904762,386.0952380952381
126,0.022104466313398907,1165,54.52890409319268,21,0,0.0,6.7424067610081755,3.094558868537376,0.5152529761904762,374.57142857142856,294.23809523809524,458.3809523809524
046,0.028377942599161488,326,54.45209183364014,25,0,0.0,4.744048488094686,2.7197588557124854,0.8947756638734548,300.08000000000004,305.48,329.04
087,0.04262052959172902,382,54.27400069636542,21,0,0.0,6.679517350542119,3.55286055425649,0.7683977504741418,205.76190476190476,323.8571428571429,493.1904761904762
151,0.03314012096774199,188,53.48505654658424,21,0,0.0,6.4867375822932285,3.263984056812691,0.5762648809523809,182.95238095238096,352.23809523809524,303.1904761904762
087,0.04262052959172902,271,53.04635538890892,23,0,0.0,5.3193115690858725,2.360936270466018,0.6227762069546512,186.6521739130435,344.6521739130435,486.95652173913044
125,0.023978545511910365,512,53.04377235859881,20,0,0.0,7.034104465077128,3.477763745113779,0.6265625,399.15,264.35,285.1
087,0.04262052959172902,844,52.946509729458846,21,0,0.0,6.3567639286432644,4.068800346980691,0.5,371.0,332.66666666666663,372.2857142857143
126,0.022104466313398907,1139,52.93458904162175,24,0,0.0,4.864706105912121,1.9769390487422027,0.7235798752841607,355.79166666666663,220.54166666666669,464.91666666666663
147,0.030355731225296445,104,52.411648715948594,19,0,0.0,7.609365432476442,5.959793977805051,0.7818475136819462,187.1578947368421,308.3157894736842,545.9473684210527
081,0.03050397877984079,17,52.34995702444802,20,0,0.0,6.851295001153885,4.537996502281836,0.6479400689989244,130.1,324.4,217.7
152,0.02541054451166813,436,52.05240810534129,19,0,0.0,7.5054104974099705,2.9199911235488774,0.7191611842105263,226.94736842105263,310.0,325.6842105263158
116,0.02416263956007325,445,51.905472404617925,27,0,0.0,3.6957175110377953,1.4808033578913151,0.6328522712446488,329.5185185185185,307.0740740740741,235.55555555555554
147,0.030355731225296445,162,50.92377754498014,21,0,0.0,5.880342674491209,2.9974210976802844,0.5878644828540699,198.85714285714286,365.3809523809524,471.14285714285717
151,0.03314012096774199,1040,50.66858445480164,20,0,0.0,6.418263626633416,3.9208002421725747,0.628125,388.8,312.75,292.25
151,0.03314012096774199,68,50.4299403237615,21,0,0.0,5.766845535279243,2.5552455543094887,0.5305059523809523,157.71428571428572,286.04761904761904,518.0
046,0.028377942599161488,10,50.33179297112301,24,0,0.0,4.3980718466805335,2.2246109450621026,0.6126090334469977,169.66666666666666,193.70833333333334,347.0
147,0.030355731225296445,134,49.646314038554955,23,0,0.0,4.659275042750131,2.4919036919603292,0.6222826086956522,193.56521739130434,230.47826086956522,323.1304347826087
087,0.04262052959172902,874,49.569636512793636,20,0,0.0,6.1428721600262115,3.3936203604136814,0.5,377.1,311.25,347.65
087,0.04262052959172902,474,49.33141502242025,21,0,0.0,5.518341288240977,2.7771284228123423,0.6473214285714286,297.1428571428571,334.3809523809524,379.57142857142856
147,0.030355731225296445,521,49.14358579079496,22,0,0.0,4.9898595544983975,2.4830506609142136,0.640625,372.77272727272725,329.5,210.63636363636363
081,0.03050397877984079,425,49.117223558825195,18,0,0.0,7.445992747307448,5.891066083373458,0.734375,372.77777777777777,339.3888888888889,241.94444444444446
087,0.04262052959172902,476,48.93072294858352,20,0,0.0,5.985539120677594,3.744924118252819,0.7604400689989245,298.1,326.35,380.25
147,0.030355731225296445,397,48.768255558706315,18,0,0.0,7.340564043948425,5.184025249876855,0.5631307088864987,326.16666666666663,377.27777777777777,348.55555555555554
147,0.030355731225296445,324,48.73248130478575,19,0,0.0,6.578544969865077,5.003738725896158,0.7682399094668915,302.10526315789474,366.9473684210526,219.1578947368421
087,0.04262052959172902,74,48.67924857091805,21,0,0.0,5.373399640429087,3.194501008651789,0.5401785714285714,149.14285714285714,338.66666666666663,414.8571428571429
087,0.04262052959172902,432,48.6536681947284,18,0,0.0,7.306109348156561,3.5297494333192008,0.78125,232.33333333333334,298.0,528.2222222222222
151,0.03314012096774199,1039,48.64639993725268,20,0,0.0,5.916180567137844,3.9440831718023834,0.5,390.75,286.5,304.5
081,0.03050397877984079,12,48.219959039534345,22,0,0.0,4.804058780525558,2.5532552392641175,0.6667092163616808,124.5,323.4545454545455,270.9090909090909
126,0.022104466313398907,1118,48.02025105242679,17,0,0.0,7.979046751342892,2.59468723952171,0.6213085824331749,349.3529411764706,228.29411764705884,467.94117647058823
151,0.03314012096774199,22,47.54042342861541,20,0,0.0,5.650229649430112,3.0350299403018957,0.676171875,137.2,218.35,313.9
147,0.030355731225296445,503,47.37618747920733,18,0,0.0,6.9274788273611145,5.11852913774368,0.6018778544432494,357.05555555555554,254.16666666666666,372.22222222222223
116,0.02416263956007325,295,47.1878059315232,23,0,0.0,4.20924202009659,1.2274591086619755,0.708984375,254.8695652173913,284.0,488.4782608695652
